30.83 ||| 10-Aug-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
30.83 ||| 09-Aug-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
27.4 ||| 08-Aug-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
38.4 ||| 04-Aug-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
29.83 ||| 01-Aug-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
19.95 ||| 01-Aug-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
18.54 ||| 28-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
64.04 ||| 26-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
25.76 ||| 25-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
37.69 ||| 25-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
15.86 ||| 25-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
31.29 ||| 25-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
68.72 ||| 18-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
51.64 ||| 05-Jul-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
49.68 ||| 13-Jun-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
32.68 ||| 13-Jun-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
49.68 ||| 06-Jun-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
27.59 ||| 31-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
45.97 ||| 25-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
46.83 ||| 23-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
30.77 ||| 23-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
33.23 ||| 19-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
26.83 ||| 19-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
46.83 ||| 16-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
47.35 ||| 12-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
40.95 ||| 11-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
27.83 ||| 11-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
31.43 ||| 09-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
27.83 ||| 02-May-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
61.17 ||| 25-Apr-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
79.84 ||| 22-Apr-16 12:00:00 AM +00:00 ||| Recurring Payment - DOORDASH.COM
10.53 ||| 14-Sep-15 12:00:00 AM +00:00 ||| Recurring Payment - TWILIO
8.6 ||| 12-Aug-15 12:00:00 AM +00:00 ||| Recurring Payment - LYTE
26.64 ||| 27-Jul-15 12:00:00 AM +00:00 ||| Recurring Payment - LYTE
15 ||| 27-Jul-15 12:00:00 AM +00:00 ||| Recurring Payment - LYTE
9.37 ||| 24-Jul-15 12:00:00 AM +00:00 ||| Recurring Payment - LYTE
2 ||| 28-Apr-15 12:00:00 AM +00:00 ||| Recurring Payment - INSTACART
274.94 ||| 21-Apr-15 12:00:00 AM +00:00 ||| Recurring Payment - YOURMECHANIC.COM
60 ||| 10-Apr-15 12:00:00 AM +00:00 ||| Recurring Payment - YOURMECHANIC.COM

-4003.78 ||| 31-Aug-16 12:00:00 AM +00:00 ||| Digedu payroll 160901 13 Vincent Justin
-4003.78 ||| 29-Jul-16 12:00:00 AM +00:00 ||| Digedu payroll 160801 13 Vincent Justin
-4003.78 ||| 30-Jun-16 12:00:00 AM +00:00 ||| Digedu payroll 160701 13 Vincent Justin
-4003.78 ||| 31-May-16 12:00:00 AM +00:00 ||| Digedu payroll 160601 13 Vincent Justin
-4003.78 ||| 29-Apr-16 12:00:00 AM +00:00 ||| Digedu payroll 160501 13 Vincent Justin
-4003.78 ||| 31-Mar-16 12:00:00 AM +00:00 ||| Digedu payroll 160401 13 Vincent Justin
