13.13, 12-Sep-16 12:00:00 AM +00:00, McDonald's, QnEOLZQ0XOubRX00mKqeTwVmN74ZgOuOoO5V3,
41.56, 09-Sep-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, 8KbyrX15AyfY4EDD5xRnTv3wVRN0YdSxkxO8L,
27.5, 08-Sep-16 12:00:00 AM +00:00, Starbucks, J9aNQjOBvNF6xX55LDgQFxDLnR7zV3sm3maPL,
15, 07-Sep-16 12:00:00 AM +00:00, MONTHLY SERVICE FEE, vQJRwxoD8Ruk1300QxojS0ALozmD7juVPV9KP,
-0.03, 07-Sep-16 12:00:00 AM +00:00, INTEREST PAYMENT, 0LyZ3VER1Zcom3YY6xReix9Aa46Vn8sABAkOP,
25, 07-Sep-16 12:00:00 AM +00:00, CHASE EPAY 160906 JUSTIN VINCENT, jZe87Bdnk8sbpwggPeVOTmMBRZDrNeHeked50,
9.01, 07-Sep-16 12:00:00 AM +00:00, Jack in the Box, rOA6nj7d86sEn5KKQj37iKEdZoBe56HVjV6Nq,
5.54, 07-Sep-16 12:00:00 AM +00:00, Jack in the Box, 4q40AREe30iovMLLbZrBie9VEJ4PmxURzRKxx,
55.01, 07-Sep-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, av8PaNb0LPcjqzYYZVbyia1gBn7o8pf737vxq,
42.3, 07-Sep-16 12:00:00 AM +00:00, DISH LA CANADA FLI, xpoRL89P7RiEqKkkx8g4ikEbqnMXQDuOpO5qE,
1000, 06-Sep-16 12:00:00 AM +00:00, ONLINE TRANSFER REF #IBEKDXF95Q TO PLATINUM CARD XXXXXXXXXXXX7154 ON 09/06/16, zw9715oBV7HO3JLL85ZecLDk0qO5Exuvkv10v,
3.04, 06-Sep-16 12:00:00 AM +00:00, Panera Bread, mbLPOKg70PidvLgg3KkXsgrnDeMbKoHBEBAg8,
11.65, 06-Sep-16 12:00:00 AM +00:00, Starbucks, dr7B86gmPBSLDkddQ6yXiOPg6mbreKcKPKwXQ,
51.51, 06-Sep-16 12:00:00 AM +00:00, ARCO, wnZ76Jj187uNn3AAaeoYfAyJEzoe91tKJKx0y,
4.34, 06-Sep-16 12:00:00 AM +00:00, Jack in the Box, 638E0nB4KEHYjpggeRE6TJvx3wrBL7TwZwDgV,
3.68, 06-Sep-16 12:00:00 AM +00:00, McDonald's, LOZ1p4myj1sqEQaaLP9bTmPLAjBrXkHZjZvbP,
14.21, 06-Sep-16 12:00:00 AM +00:00, McDonald's, DZqE9yQ6BEsKOmnnb3YjhpKXxyR6z8TwQwyxg,
5, 06-Sep-16 12:00:00 AM +00:00, Recurring Payment - FOCUSOUT FOCUSOUT.CO, 1DkAyOzRPAhYKvjj5NP4TvEypNXJ1kSnrnOzE,
3.47, 06-Sep-16 12:00:00 AM +00:00, McDonald's, PQOx68ZvnxuRnDbbayP1SZVa84A39oSo5od0K,
45.23, 06-Sep-16 12:00:00 AM +00:00, HILL STREET CAFE' LA CANADA, qVKaQ0wE8aTjdzZZQ0pBiZLxrdJOe1SD5DzmA,
64.23, 06-Sep-16 12:00:00 AM +00:00, Le Pain Quotidien, BJL6gBNdP6skLV66qDyNS15kzp7gVMF3R3zPa,
20.7, 06-Sep-16 12:00:00 AM +00:00, Amazon, 3PjgkEObBguYA7338ZLeT5qV4vDEwptoMor3d,
8.7, 06-Sep-16 12:00:00 AM +00:00, Starbucks, ydgmDZ7q8ms9BQ44JZRgh49kPjOxn6cpPpKex,
46.14, 06-Sep-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, KVJDnr930DTvLa44QVwxi3X1wymdZqsEKEean,
14.5, 06-Sep-16 12:00:00 AM +00:00, Starbucks, k5zr93wMArsk6aooq3KASdgBoDRx7zcoZorza,
5.97, 06-Sep-16 12:00:00 AM +00:00, McDonald's, AxwvbqmY1vspmj996Va8TgLo8AnXMDHMxMv3g,
12.15, 02-Sep-16 12:00:00 AM +00:00, In-N-Out Burger, e4VXZLK7qXSMxA55wLB4szvgwpdaLnSn9nPmx,
23.14, 02-Sep-16 12:00:00 AM +00:00, McDonald's, YmP3KOrqn3I93jLLZa0BhRVZEyA4vJiJ7J4kQ,
37.9, 01-Sep-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, p93PRvd78PFd69mmQv8Osm6xRNJZvVH3L3XE9,
11.09, 01-Sep-16 12:00:00 AM +00:00, McDonald's, X1DRyVMPnRiMkm55aevxsoeVRKaAEdSdjdDAD,
-1570, 01-Sep-16 12:00:00 AM +00:00, TRANSFER FROM SHOUP CARRIE REF # PPEV3ZXSZY, NEgqdxQknqhkJovv4Bg6SZy4MBrQ1oSozogeK,
21.89, 31-Aug-16 12:00:00 AM +00:00, Panera Bread, NEgqdxQknqhkJovv4Bg6SZy4MBrQ1oSozogqZ,
4.22, 31-Aug-16 12:00:00 AM +00:00, McDonald's, RpQmD54dnmiq8wnnyVBQTOVkroqzwecerepxE,
-4003.78, 31-Aug-16 12:00:00 AM +00:00, Digedu payroll 160901 13 Vincent Justin, ng1aMkD7jaHqNxRRyk4mTRqvg3A1kOiBXBYR1,
32.16, 30-Aug-16 12:00:00 AM +00:00, Whole Foods, OR9bwJ0AnbSnAVyya3gxFbjawogDzxTxPxzdm,
1.89, 30-Aug-16 12:00:00 AM +00:00, Whole Foods, MMo5XaAKn5iJBK11wNL0fNYXBxpJeVSXgX7Zb,
47.08, 30-Aug-16 12:00:00 AM +00:00, HILL STREET CAFE' LA CANADA, E53BVKJLmBsAYzkkxMLXsdq8oyn50xcQqQemz,
30.81, 29-Aug-16 12:00:00 AM +00:00, Whole Foods, vQJRwxoD8Ruk1300QxojS0ALozmD7juVPV9xP,
8.12, 29-Aug-16 12:00:00 AM +00:00, DEL TACO #93 TUJUNJA, 0LyZ3VER1Zcom3YY6xReix9Aa46Vn8sABAkZP,
31.12, 29-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, jZe87Bdnk8sbpwggPeVOTmMBRZDrNeHekedg0,
149.67, 29-Aug-16 12:00:00 AM +00:00, Whole Foods, rOA6nj7d86sEn5KKQj37iKEdZoBe56HVjV6qq,
1.52, 29-Aug-16 12:00:00 AM +00:00, McDonald's, 4q40AREe30iovMLLbZrBie9VEJ4PmxURzRKPx,
18.32, 29-Aug-16 12:00:00 AM +00:00, McDonald's, av8PaNb0LPcjqzYYZVbyia1gBn7o8pf737vJq,
58.41, 29-Aug-16 12:00:00 AM +00:00, JOE'S SERVICE C, xpoRL89P7RiEqKkkx8g4ikEbqnMXQDuOpO5wE,
31.42, 29-Aug-16 12:00:00 AM +00:00, JERSEY MIKES SUBS LA CANADA FLI, J9aNQjOBvNF6xX55LDgQFxDLnR7zV3sm3maJL,
36.92, 29-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, 8KbyrX15AyfY4EDD5xRnTv3wVRN0YdSxkxObL,
14.52, 29-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, ZqB9kMvmn9iLvn660xjNiPp0azKk4bsbPbqY6,
8.58, 29-Aug-16 12:00:00 AM +00:00, Jack in the Box, 5BxjvQEOyjsY0MAAr8gOTEQXLgZbmkIwmw7jq,
4.63, 29-Aug-16 12:00:00 AM +00:00, CHIPOTLE 1223 LA CANADA FLI, o7q9EA1XO9u96P00KAXzh09LQ3BDeYu404nmX,
7.61, 29-Aug-16 12:00:00 AM +00:00, Panera Bread, b054xdKRD4S6jqAAed1MFnbP6jqY7JiJaJVEn,
87.63, 29-Aug-16 12:00:00 AM +00:00, B.A.D SUSHI RESTAU, gxRpo1A73ps38VxxL1mns0wkp9qb18u8E8veV,
5.84, 29-Aug-16 12:00:00 AM +00:00, Del Taco, 7y5Djpg4kDierLBBKmg9TVD5e6YPR1T0Z0aVX,
9.85, 29-Aug-16 12:00:00 AM +00:00, Starbucks, 9k7d4N9evdhYa1ZZvAPETpgwAPq14zTgJgLeq,
8.47, 29-Aug-16 12:00:00 AM +00:00, McDonald's, VLd0B7ADn0cd5bggDjkQsR8Dbqjzn4i4J4d1M,
120, 26-Aug-16 12:00:00 AM +00:00, ATM WITHDRAWAL AUTHORIZED ON 08/26 555 FOOTHILL BLVD LA CANADA CA 0008350 ATM ID 9851V CARD 0047, b054xdKRD4S6jqAAed1MFnbP6jqY7JiJaJVjN,
14.01, 26-Aug-16 12:00:00 AM +00:00, In-N-Out Burger, gxRpo1A73ps38VxxL1mns0wkp9qb18u8E8vzn,
5.97, 26-Aug-16 12:00:00 AM +00:00, McDonald's, AxwvbqmY1vspmj996Va8TgLo8AnXMDHMxMvrg,
10.55, 25-Aug-16 12:00:00 AM +00:00, Panera Bread, ZqB9kMvmn9iLvn660xjNiPp0azKk4bsbPbqKE,
4.79, 25-Aug-16 12:00:00 AM +00:00, Panera Bread, 5BxjvQEOyjsY0MAAr8gOTEQXLgZbmkIwmw70z,
2.88, 25-Aug-16 12:00:00 AM +00:00, Panera Bread, o7q9EA1XO9u96P00KAXzh09LQ3BDeYu404n9P,
35.7, 24-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, xpoRL89P7RiEqKkkx8g4ikEbqnMXQDuOpO5ay,
14.3, 24-Aug-16 12:00:00 AM +00:00, Starbucks, J9aNQjOBvNF6xX55LDgQFxDLnR7zV3sm3maMv,
32.63, 24-Aug-16 12:00:00 AM +00:00, Jersey Mike's Subs, 8KbyrX15AyfY4EDD5xRnTv3wVRN0YdSxkxOXA,
600, 23-Aug-16 12:00:00 AM +00:00, ONLINE TRANSFER REF #IBECLP7CVR TO PLATINUM CARD XXXXXXXXXXXX7154 ON 08/23/16, 0LyZ3VER1Zcom3YY6xReix9Aa46Vn8sABAkgv,
4.99, 23-Aug-16 12:00:00 AM +00:00, Jack in the Box, jZe87Bdnk8sbpwggPeVOTmMBRZDrNeHeked01,
5.31, 23-Aug-16 12:00:00 AM +00:00, McDonald's, rOA6nj7d86sEn5KKQj37iKEdZoBe56HVjV63K,
6.9, 23-Aug-16 12:00:00 AM +00:00, Starbucks, 4q40AREe30iovMLLbZrBie9VEJ4PmxURzRKmE,
18.58, 23-Aug-16 12:00:00 AM +00:00, McDonald's, av8PaNb0LPcjqzYYZVbyia1gBn7o8pf737vn4,
3600, 22-Aug-16 12:00:00 AM +00:00, CASHED CHECK # 179, wnZ76Jj187uNn3AAaeoYfAyJEzoe91tKJKxPB,
59.5, 22-Aug-16 12:00:00 AM +00:00, USPS 0501560802, 638E0nB4KEHYjpggeRE6TJvx3wrBL7TwZwDMO,
54.24, 22-Aug-16 12:00:00 AM +00:00, Vons, LOZ1p4myj1sqEQaaLP9bTmPLAjBrXkHZjZv93,
3.95, 22-Aug-16 12:00:00 AM +00:00, Starbucks, DZqE9yQ6BEsKOmnnb3YjhpKXxyR6z8TwQwyJB,
10, 22-Aug-16 12:00:00 AM +00:00, CVS, 1DkAyOzRPAhYKvjj5NP4TvEypNXJ1kSnrnO3d,
4.23, 22-Aug-16 12:00:00 AM +00:00, Vons, PQOx68ZvnxuRnDbbayP1SZVa84A39oSo5odXv,
3.68, 22-Aug-16 12:00:00 AM +00:00, McDonald's, qVKaQ0wE8aTjdzZZQ0pBiZLxrdJOe1SD5DzeR,
114.33, 22-Aug-16 12:00:00 AM +00:00, Whole Foods, BJL6gBNdP6skLV66qDyNS15kzp7gVMF3R3z6r,
30.23, 22-Aug-16 12:00:00 AM +00:00, IHOP, 3PjgkEObBguYA7338ZLeT5qV4vDEwptoMorbr,
66.22, 22-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, ydgmDZ7q8ms9BQ44JZRgh49kPjOxn6cpPpK0L,
9, 22-Aug-16 12:00:00 AM +00:00, PEEKABOO PLAYLAND, KVJDnr930DTvLa44QVwxi3X1wymdZqsEKEe0d,
15.05, 22-Aug-16 12:00:00 AM +00:00, Starbucks, k5zr93wMArsk6aooq3KASdgBoDRx7zcoZorMR,
13.5, 22-Aug-16 12:00:00 AM +00:00, DER WOLFSKOPF, AxwvbqmY1vspmj996Va8TgLo8AnXMDHMxMvdM,
-1025, 22-Aug-16 12:00:00 AM +00:00, ATM CHECK DEPOSIT ON 08/20 FAIRGROVE (VONS) PASADENA CA 0000240 ATM ID 5873O CARD 0047, vQJRwxoD8Ruk1300QxojS0ALozmD7juVPV9op,
347.29, 19-Aug-16 12:00:00 AM +00:00, JPMorgan Chase Ext Trnsfr 160819 JUSTIN VINCENT, e4VXZLK7qXSMxA55wLB4szvgwpdaLnSn9nPAp,
203, 19-Aug-16 12:00:00 AM +00:00, NON-WF ATM WITHDRAWAL AUTHORIZED ON 08/19 2333 LAKE AVE CHASE ALTADENA CA 00466232739912894 ATM ID CA7773 CARD 0047, YmP3KOrqn3I93jLLZa0BhRVZEyA4vJiJ7J4Rv,
37.67, 19-Aug-16 12:00:00 AM +00:00, Lunasia Dim Sum House, zw9715oBV7HO3JLL85ZecLDk0qO5Exuvkv1VQ,
22.69, 19-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, mbLPOKg70PidvLgg3KkXsgrnDeMbKoHBEBAzj,
22.05, 19-Aug-16 12:00:00 AM +00:00, Starbucks, dr7B86gmPBSLDkddQ6yXiOPg6mbreKcKPKwM6,
2.5, 19-Aug-16 12:00:00 AM +00:00, NON-WELLS FARGO ATM TRANSACTION FEE, QnEOLZQ0XOubRX00mKqeTwVmN74ZgOuOoO5Y3,
199.98, 18-Aug-16 12:00:00 AM +00:00, TOYOTA FINANCIAL RETAIL_PAY AUG 16 11316978071916 JUSTIN VINCENT, MMo5XaAKn5iJBK11wNL0fNRgZy6qdrsXgNqAo,
61.47, 18-Aug-16 12:00:00 AM +00:00, READYREFRESH BY NE, E53BVKJLmBsAYzkkxMLXsdwNQgeAb1uQqAvKD,
18.85, 18-Aug-16 12:00:00 AM +00:00, Starbucks, RpQmD54dnmiq8wnnyVBQTONPMpLJR7Cerk567,
347.29, 17-Aug-16 12:00:00 AM +00:00, BILL PAY CHASE AUTO FINAN RECURRINGxxxxxxxxx71606 ON 08-17, gxRpo1A73ps38VxxL1mns0eDmYVBARS8EpOQp,
9, 17-Aug-16 12:00:00 AM +00:00, PEEKABOO PLAYLAND, 7y5Djpg4kDierLBBKmg9TVApLv074zi0Z9RKP,
500, 17-Aug-16 12:00:00 AM +00:00, HMWC CPAS & BUSINE, 9k7d4N9evdhYa1ZZvAPETpkaBKe57nTgJMRNb,
4.56, 17-Aug-16 12:00:00 AM +00:00, McDonald's, VLd0B7ADn0cd5bggDjkQsR9PN5wxK6s4Jp80R,
7.49, 17-Aug-16 12:00:00 AM +00:00, Del Taco, OR9bwJ0AnbSnAVyya3gxFbR6Mkdmn1cxPAD7r,
141.97, 16-Aug-16 12:00:00 AM +00:00, Trader Joe's, J9aNQjOBvNF6xX55LDgQFxPOYEQKJdim3L5zB,
3.68, 16-Aug-16 12:00:00 AM +00:00, McDonald's, 8KbyrX15AyfY4EDD5xRnTvk4nMqre8uxk6z7X,
8.46, 16-Aug-16 12:00:00 AM +00:00, McDonald's, ZqB9kMvmn9iLvn660xjNiPoe851dYmTbPZEyY,
4.98, 16-Aug-16 12:00:00 AM +00:00, McDonald's, 5BxjvQEOyjsY0MAAr8gOTEn05d6eYMhwmpREM,
13.1, 16-Aug-16 12:00:00 AM +00:00, Starbucks, o7q9EA1XO9u96P00KAXzh0JzXZ6Aw7S40zM11,
-25, 16-Aug-16 12:00:00 AM +00:00, GO FAR REWARDS, b054xdKRD4S6jqAAed1MFnVKLmwpyosJaQL4M,
75, 15-Aug-16 12:00:00 AM +00:00, RECURRING TRANSFER TO VINCENT J SAVINGS REF #OPEXYWKZTM XXXXXX6600, PQOx68ZvnxuRnDbbayP1SZOk5ew0DMso5yrRA,
5, 15-Aug-16 12:00:00 AM +00:00, KFC, qVKaQ0wE8aTjdzZZQ0pBiZXEp5qQ73sD5jo9B,
1000, 15-Aug-16 12:00:00 AM +00:00, ONLINE TRANSFER REF #IBE8PJWHN6 TO PLATINUM CARD XXXXXXXXXXXX7154 ON 08/14/16, BJL6gBNdP6skLV66qDyNS1B9XdZywOt3RDan8,
35.57, 15-Aug-16 12:00:00 AM +00:00, VEGGIE GRILL PDA, 3PjgkEObBguYA7338ZLeT5QAbmO6jxCoMvJn0,
27.05, 15-Aug-16 12:00:00 AM +00:00, Black Cow Cafe, ydgmDZ7q8ms9BQ44JZRgh43zXodQDahpPz7qa,
2.5, 15-Aug-16 12:00:00 AM +00:00, Jack in the Box, KVJDnr930DTvLa44QVwxi3nPapbQrDCEKV54A,
3.75, 15-Aug-16 12:00:00 AM +00:00, Starbucks, k5zr93wMArsk6aooq3KASdYK5r9kjnuoZPdNj,
8.35, 15-Aug-16 12:00:00 AM +00:00, Starbucks, AxwvbqmY1vspmj996Va8TgeQOKkRzrtMxpJ3O,
28.81, 15-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, vQJRwxoD8Ruk1300QxojS0ZaJExp6nSVPyDKD,
8, 15-Aug-16 12:00:00 AM +00:00, THE AWESOME PL, 0LyZ3VER1Zcom3YY6xReixdY13r0DviAB7XOE,
11.85, 15-Aug-16 12:00:00 AM +00:00, Panera Bread, jZe87Bdnk8sbpwggPeVOTm9EJO3xqQtekzB5X,
6.79, 15-Aug-16 12:00:00 AM +00:00, Panera Bread, rOA6nj7d86sEn5KKQj37iKg934XNa0sVj97NY,
12.85, 15-Aug-16 12:00:00 AM +00:00, Starbucks, 4q40AREe30iovMLLbZrBiekY50LyR3iRzLrxd,
8.03, 15-Aug-16 12:00:00 AM +00:00, McDonald's, av8PaNb0LPcjqzYYZVbyiaq0bV3QAEi73DVqY,
-4003.78, 15-Aug-16 12:00:00 AM +00:00, Digedu payroll 160816 13 Vincent Justin, xpoRL89P7RiEqKkkx8g4ik96oRxPgasOp6g1p,
15.24, 12-Aug-16 12:00:00 AM +00:00, KFC, dr7B86gmPBSLDkddQ6yXiO7AY5aqRjCKPqV7w,
12.93, 12-Aug-16 12:00:00 AM +00:00, Panera Bread, wnZ76Jj187uNn3AAaeoYfA764rgxnXuKJEqkZ,
2.88, 12-Aug-16 12:00:00 AM +00:00, Panera Bread, 638E0nB4KEHYjpggeRE6TJRj91bQg6cwZekE0,
8.85, 12-Aug-16 12:00:00 AM +00:00, Starbucks, LOZ1p4myj1sqEQaaLP9bTmOdbpJ4MgtZjLDy0,
15.97, 12-Aug-16 12:00:00 AM +00:00, McDonald's, DZqE9yQ6BEsKOmnnb3YjhpdNrw91MVTwQNp4w,
-75, 12-Aug-16 12:00:00 AM +00:00, JPMorgan Chase Ext Trnsfr 160812 JV MULTIMEDIA INC, 1DkAyOzRPAhYKvjj5NP4TvQKB4xMV9unrVQyY,
25.22, 11-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, mbLPOKg70PidvLgg3KkXsgOmvzE59AtBE0JKL,
58.81, 10-Aug-16 12:00:00 AM +00:00, JOE'S SERVICE C, NEgqdxQknqhkJovv4Bg6SZbPnKVawDsozX04w,
30.83, 10-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, e4VXZLK7qXSMxA55wLB4szRYBZq9orun9D5Rq,
4.35, 10-Aug-16 12:00:00 AM +00:00, McDonald's, YmP3KOrqn3I93jLLZa0BhR3NmzDbKpsJ7agoA,
15.97, 10-Aug-16 12:00:00 AM +00:00, McDonald's, zw9715oBV7HO3JLL85ZecLmYBQXerAsvkmqj7,
30.83, 09-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, X1DRyVMPnRiMkm55aevxsokYPZLnOXudjVk95,
46.71, 08-Aug-16 12:00:00 AM +00:00, Vons, VLd0B7ADn0cd5bggDjkQsR9PN5wxK6s4Jp8vR,
4.35, 08-Aug-16 12:00:00 AM +00:00, Vons, OR9bwJ0AnbSnAVyya3gxFbR6Mkdmn1cxPADjr,
86.76, 08-Aug-16 12:00:00 AM +00:00, Vons, MMo5XaAKn5iJBK11wNL0fNRgZy6qdrsXgNq6o,
53, 08-Aug-16 12:00:00 AM +00:00, PURCHASE WITH CASH BACK $ 40.00 AUTHORIZED ON 08/07 VONS Store 2139 PASADENA CA P00586220591064542 CARD 0047, E53BVKJLmBsAYzkkxMLXsdwNQgeAb1uQqAv4D,
79.8, 08-Aug-16 12:00:00 AM +00:00, Le Pain Quotidien, RpQmD54dnmiq8wnnyVBQTONPMpLJR7Cerk5a7,
79.84, 08-Aug-16 12:00:00 AM +00:00, DOORDASH.COM DOORDASH.COM, QnEOLZQ0XOubRX00mKqeTwK8Yp6xe1COoKeVq,
27.4, 08-Aug-16 12:00:00 AM +00:00, Recurring Payment - DOORDASH.COM, ng1aMkD7jaHqNxRRyk4mTR7xEXaK5psBXxJKk,
16.35, 08-Aug-16 12:00:00 AM +00:00, Starbucks, p93PRvd78PFd69mmQv8OsmQX8EL1pbt3LdnR5,
100.98, 05-Aug-16 12:00:00 AM +00:00, Whole Foods, b054xdKRD4S6jqAAed1MFnVKLmwpyosJaQLRM,
5.2, 05-Aug-16 12:00:00 AM +00:00, McDonald's, gxRpo1A73ps38VxxL1mns0eDmYVBARS8EpONp,
3.68, 05-Aug-16 12:00:00 AM +00:00, McDonald's, 7y5Djpg4kDierLBBKmg9TVApLv074zi0Z9RgP,
47.92, 05-Aug-16 12:00:00 AM +00:00, IHOP, 9k7d4N9evdhYa1ZZvAPETpkaBKe57nTgJMRnb,
